text,language
Πρέπει να καλέσω τον γιατρό αύριο.,Greek
Ich muss morgen den Arzt anrufen.,German
Domani devo chiamare il dottore.,Italian
Preciso ligar para o médico amanhã.,Portuguese
Мне нужно позвонить врачу завтра.,Russian
我明天需要打电话给医生。,Chinese
明日医者に電話しなければなりません。,Japanese
Saya perlu menelepon dokter besok.,Indonesian
मुझे कल डॉक्टर को बुलाना है.,Hindi
আমাকে আগামীকাল ডাক্তার ডাকতে হবে।,Bengali
I enjoy cooking new recipes.,English
Disfruto cocinando nuevas recetas.,Spanish
J'aime cuisiner de nouvelles recettes.,French
أنا أستمتع بطبخ وصفات جديدة.,Arabic
Μου αρέσει να μαγειρεύω νέες συνταγές.,Greek
"Es macht mir Spaß, neue Rezepte zu kochen.",German
Mi piace cucinare nuove ricette.,Italian
Gosto de cozinhar novas receitas.,Portuguese
Мне нравится готовить новые рецепты.,Russian
我喜欢烹饪新食谱。,Chinese
新しいレシピを作るのが楽しいです。,Japanese
Saya menikmati memasak resep baru.,Indonesian
मुझे नई-नई रेसिपी बनाने में मजा आता है।,Hindi
আমি নতুন রেসিপি রান্না উপভোগ করি।,Bengali
The museum is open on Saturdays.,English
El museo está abierto los sábados.,Spanish
Le musée est ouvert le samedi.,French
المتحف مفتوح في أيام السبت.,Arabic
Το μουσείο είναι ανοιχτό τα Σάββατα.,Greek
Das Museum ist samstags geöffnet.,German
Il museo è aperto il sabato.,Italian
O museu está aberto aos sábados.,Portuguese
Музей открыт по субботам.,Russian
博物馆每周六开放。,Chinese
博物館は土曜日に開館しています。,Japanese
Museum ini buka pada hari Sabtu.,Indonesian
संग्रहालय शनिवार को खुला रहता है।,Hindi
যাদুঘরটি শনিবার খোলা থাকে।,Bengali
My back is aching.,English
Me duele la espalda.,Spanish
Mon dos me fait mal.,French
ظهري يؤلمني.,Arabic
Πονάει η πλάτη μου.,Greek
Mein Rücken tut weh.,German
Mi fa male la schiena.,Italian
Minhas costas estão doendo.,Portuguese
У меня болит спина.,Russian
我的背很痛。,Chinese
背中が痛いです。,Japanese
Punggungku sakit.,Indonesian
मेरी पीठ दर्द कर रही है.,Hindi
আমার পিঠ ব্যাথা করছে।,Bengali
This article is very informative.,English
Este artículo es muy informativo.,Spanish
Cet article est très instructif.,French
هذه المقالة مفيدة للغاية.,Arabic
Αυτό το άρθρο είναι πολύ κατατοπιστικό.,Greek
Dieser Artikel ist sehr informativ.,German
Questo articolo è molto informativo.,Italian
Este artigo é muito informativo.,Portuguese
Эта статья очень информативна.,Russian
这篇文章内容非常丰富。,Chinese
この記事は非常に有益です。,Japanese
Artikel ini sangat informatif.,Indonesian
यह लेख बहुत जानकारीपूर्ण है.,Hindi
এই নিবন্ধটি খুব তথ্যপূর্ণ.,Bengali
Let's go for a bike ride.,English
Vamos a dar un paseo en bicicleta.,Spanish
C'est parti pour une balade à vélo.,French
دعنا نذهب لركوب الدراجة.,Arabic
Πάμε μια βόλτα με το ποδήλατο.,Greek
Lass uns eine Radtour machen.,German
Andiamo a fare un giro in bicicletta.,Italian
Vamos dar um passeio de bicicleta.,Portuguese
Давайте покатаемся на велосипеде.,Russian
我们去骑自行车吧。,Chinese
自転車に乗りに行きましょう。,Japanese
Ayo naik sepeda.,Indonesian
चलो बाइक से घूमने चलते हैं.,Hindi
চলো বাইক রাইড করতে যাই।,Bengali
The train is delayed.,English
El tren está retrasado.,Spanish
Le train est en retard.,French
تأخر القطار.,Arabic
Το τρένο έχει καθυστέρηση.,Greek
Der Zug hat Verspätung.,German
Il treno è in ritardo.,Italian
O trem está atrasado.,Portuguese
Поезд задерживается.,Russian
火车晚点了。,Chinese
電車が遅れています。,Japanese
Keretanya tertunda.,Indonesian
ट्रेन देरी से चल रही है.,Hindi
ট্রেন দেরি করছে।,Bengali
I saw a funny video online today.,English
Hoy vi un video divertido en línea.,Spanish
J'ai vu une vidéo amusante en ligne aujourd'hui.,French
رأيت فيديو مضحك على الانترنت اليوم.,Arabic
Είδα ένα αστείο βίντεο σήμερα στο διαδίκτυο.,Greek
Ich habe heute online ein lustiges Video gesehen.,German
Ho visto un video divertente online oggi.,Italian
Eu vi um vídeo engraçado online hoje.,Portuguese
Сегодня увидел в сети забавное видео.,Russian
今天在网上看到一个搞笑视频。,Chinese
今日ネットで面白いビデオを見ました。,Japanese
Saya melihat video lucu online hari ini.,Indonesian
मैंने आज ऑनलाइन एक मज़ेदार वीडियो देखा।,Hindi
আজ অনলাইনে একটা মজার ভিডিও দেখলাম।,Bengali
I'm feeling a bit tired today.,English
Me siento un poco cansado hoy.,Spanish
Je me sens un peu fatigué aujourd'hui.,French
أشعر بالتعب قليلا اليوم.,Arabic
Νιώθω λίγο κουρασμένος σήμερα.,Greek
Ich fühle mich heute etwas müde.,German
Mi sento un po' stanco oggi.,Italian
Estou me sentindo um pouco cansado hoje.,Portuguese
Я чувствую себя немного уставшим сегодня.,Russian
我今天感觉有点累。,Chinese
今日は少し疲れています。,Japanese
Aku merasa sedikit lelah hari ini.,Indonesian
आज मुझे थोड़ी थकान महसूस हो रही है.,Hindi
আমি আজ একটু ক্লান্ত বোধ করছি।,Bengali
The coffee shop is crowded.,English
La cafetería está abarrotada.,Spanish
Le café est bondé.,French
المقهى مزدحم.,Arabic
Το καφενείο είναι γεμάτο.,Greek
Das Café ist überfüllt.,German
La caffetteria è affollata.,Italian
A cafeteria está lotada.,Portuguese
Кафе переполнено.,Russian
咖啡厅里挤满了人。,Chinese
喫茶店は混んでいます。,Japanese
Kedai kopi itu ramai.,Indonesian
कॉफ़ी शॉप में भीड़ है.,Hindi
কফি শপে ভিড়।,Bengali
What time is it?,English
¿Qué hora es?,Spanish
Quelle heure est-il?,French
أي ساعة؟,Arabic
Τι ώρα είναι;,Greek
Wie spät ist es?,German
Che ore sono?,Italian
Que horas são?,Portuguese
Который сейчас час?,Russian
现在是几奌？,Chinese
今何時ですか？,Japanese
Jam berapa sekarang?,Indonesian
ये वक़्त क्या है?,Hindi
কয়টা বাজে?,Bengali
I have a headache.,English
Me duele la cabeza.,Spanish
J'ai mal à la tête.,French
عندي صداع.,Arabic
έχω πονοκέφαλο.,Greek
Ich habe Kopfschmerzen.,German
Ho mal di testa.,Italian
Estou com dor de cabeça.,Portuguese
У меня болит голова.,Russian
我头疼。,Chinese
頭痛がします。,Japanese
Saya sakit kepala.,Indonesian
मुझे सिर दर्द है।,Hindi
আমার মাথা ব্যথা আছে।,Bengali
I prefer tea over coffee.,English
Prefiero el té al café.,Spanish
Je préfère le thé au café.,French
أفضّل الشاي على القهوة.,Arabic
Προτιμώ το τσάι από τον καφέ.,Greek
Ich bevorzuge Tee gegenüber Kaffee.,German
Preferisco il tè al caffè.,Italian
Prefiro chá ao café.,Portuguese
Я предпочитаю чай кофе.,Russian
比起咖啡我更喜欢茶。,Chinese
私はコーヒーより紅茶の方が好きです。,Japanese
Saya lebih suka teh daripada kopi.,Indonesian
मैं कॉफी से ज्यादा चाय पसंद करता हूं।,Hindi
আমি কফির চেয়ে চা বেশি পছন্দ করি।,Bengali
The park is a great place to relax.,English
El parque es un gran lugar para relajarse.,Spanish
Le parc est un endroit idéal pour se détendre.,French
الحديقة مكان عظيم للاسترخاء.,Arabic
Το πάρκο είναι ένα εξαιρετικό μέρος για να χαλαρώσετε.,Greek
Der Park ist ein toller Ort zum Entspannen.,German
Il parco è un ottimo posto per rilassarsi.,Italian
O parque é um ótimo lugar para relaxar.,Portuguese
Парк – прекрасное место для отдыха.,Russian
公园是一个放松身心的好地方。,Chinese
公園はリラックスするのに最適な場所です。,Japanese
Taman adalah tempat yang bagus untuk bersantai.,Indonesian
पार्क आराम करने के लिए एक बेहतरीन जगह है।,Hindi
পার্কটি আরাম করার জন্য একটি দুর্দান্ত জায়গা।,Bengali
Did you enjoy the concert?,English
¿Disfrutaste el concierto?,Spanish
Avez-vous apprécié le concert ?,French
هل استمتعت بالحفل؟,Arabic
Σας άρεσε η συναυλία;,Greek
Hat Ihnen das Konzert gefallen?,German
Ti è piaciuto il concerto?,Italian
Você gostou do show?,Portuguese
Вам понравился концерт?,Russian
你喜欢这场音乐会吗？,Chinese
コンサートは楽しかったですか？,Japanese
Apakah Anda menikmati konsernya?,Indonesian
क्या आपने संगीत कार्यक्रम का आनंद लिया?,Hindi
আপনি কনসার্ট উপভোগ করেছেন?,Bengali
The laundry needs to be done.,English
Es necesario lavar la ropa.,Spanish
La lessive doit être faite.,French
يجب أن يتم الغسيل.,Arabic
Το πλύσιμο πρέπει να γίνει.,Greek
Die Wäsche muss gewaschen werden.,German
Il bucato deve essere fatto.,Italian
A roupa precisa ser lavada.,Portuguese
Нужно постирать.,Russian
需要洗衣服。,Chinese
洗濯をしなければなりません。,Japanese
Pencucian perlu dilakukan.,Indonesian
कपड़े धोने की जरूरत है.,Hindi
লন্ড্রি করা দরকার।,Bengali
I lost my wallet.,English
Perdí mi cartera.,Spanish
J'ai perdu mon porte-monnaie.,French
أنا فقدت محفظتى.,Arabic
Έχασα το πορτοφόλι μου.,Greek
Ich habe meine Geldtasche verloren.,German
Ho perso il mio portafogli.,Italian
Perdi a minha carteira.,Portuguese
Я потерял кошелек.,Russian
我把我的钱包弄丢了。,Chinese
財布を失くしました。,Japanese
Saya kehilangan dompet saya.,Indonesian
मेरा बटुआ खो गया है.,Hindi
আমি আমার মানিব্যাগ হারিয়ে.,Bengali
What's the weather like outside?,English
¿Cómo está el clima afuera?,Spanish
Quel temps fait-il dehors ?,French
ما هو الطقس في الخارج؟,Arabic
Πώς είναι ο καιρός έξω;,Greek
Wie ist das Wetter draußen?,German
Com'è il tempo fuori?,Italian
Como está o tempo lá fora?,Portuguese
Какая погода на улице?,Russian
外面的天气怎么样？,Chinese
外の天気はどうですか？,Japanese
Bagaimana cuaca di luar?,Indonesian
बाहर मौसम कैसा है?,Hindi
বাইরের আবহাওয়া কেমন?,Bengali
I'm happy to help.,English
Estoy feliz de poder ayudar.,Spanish
Je suis heureux de vous aider.,French
يسعدني تقديم المساعدة.,Arabic
Είμαι στην ευχάριστη θέση να βοηθήσω.,Greek
Ich helfe gerne weiter.,German
Sono felice di aiutarti.,Italian
Fico feliz em ajudar.,Portuguese
Я рад помочь.,Russian
我很乐意提供帮助。,Chinese
喜んでお手伝いさせていただきます。,Japanese
Saya senang membantu.,Indonesian
मुझे मदद करने में ख़ुशी होगी.,Hindi
আমি সাহায্য করতে পেরে খুশি।,Bengali
The cat is sleeping on the windowsill.,English
El gato duerme en el alféizar de la ventana.,Spanish
Le chat dort sur le rebord de la fenêtre.,French
القطة تنام على حافة النافذة.,Arabic
Η γάτα κοιμάται στο περβάζι.,Greek
Die Katze schläft auf der Fensterbank.,German
Il gatto dorme sul davanzale della finestra.,Italian
O gato está dormindo no parapeito da janela.,Portuguese
Кот спит на подоконнике.,Russian
猫正在窗台上睡觉。,Chinese
猫は窓辺で寝ています。,Japanese
Kucing itu sedang tidur di ambang jendela.,Indonesian
बिल्ली खिड़की पर सो रही है.,Hindi
বিড়াল জানালার উপর ঘুমাচ্ছে।,Bengali
I'm not feeling well today.,English
No me siento bien hoy.,Spanish
Je ne me sens pas bien aujourd'hui.,French
أنا لا أشعر أنني بحالة جيدة اليوم.,Arabic
Δεν νιώθω καλά σήμερα.,Greek
Mir geht es heute nicht gut.,German
Non mi sento bene oggi.,Italian
Não estou me sentindo bem hoje.,Portuguese
Я сегодня плохо себя чувствую.,Russian
我今天感觉不太舒服。,Chinese
今日は気分が良くありません。,Japanese
Aku sedang tidak enak badan hari ini.,Indonesian
आज मेरी तबीयत ठीक नहीं है.,Hindi
আজ আমার মন ভালো নেই।,Bengali
Can you help me with this?,English
¿Puedes ayudarme con esto?,Spanish
Pouvez-vous m'aider avec ça ?,French
هل يمكنك مساعدتي في هذا؟,Arabic
Μπορείτε να με βοηθήσετε σε αυτό;,Greek
Können Sie mir dabei helfen?,German
Puoi aiutarmi con questo?,Italian
Você pode me ajudar com isso?,Portuguese
Можете ли вы помочь мне с этим?,Russian
你能帮我解决这个问题吗？,Chinese
これについて手伝ってもらえますか？,Japanese
Bisakah Anda membantu saya dengan ini?,Indonesian
क्या आप इस के साथ मेरी मदद कर सकते हैं?,Hindi
আপনি এই সঙ্গে আমাকে সাহায্য করতে পারেন?,Bengali
The bus is late.,English
El autobús llega tarde.,Spanish
Le bus est en retard.,French
الحافلة متأخرة.,Arabic
Το λεωφορείο αργεί.,Greek
Der Bus hat Verspätung.,German
L'autobus è in ritardo.,Italian
O ônibus está atrasado.,Portuguese
Автобус опаздывает.,Russian
公共汽车晚点了。,Chinese
バスが遅れています。,Japanese
Busnya terlambat.,Indonesian
बस को देर हो गई है।,Hindi
বাস আসতে দেরি হয়ে গেছে।,Bengali
I'm going to paint my room a different color.,English
Voy a pintar mi habitación de otro color.,Spanish
Je vais peindre ma chambre d'une couleur différente.,French
سأطلي غرفتي بلون مختلف,Arabic
Θα βάψω το δωμάτιό μου με διαφορετικό χρώμα.,Greek
Ich werde mein Zimmer in einer anderen Farbe streichen.,German
Dipingerò la mia stanza di un colore diverso.,Italian
Vou pintar meu quarto com uma cor diferente.,Portuguese
Я собираюсь покрасить свою комнату в другой цвет.,Russian
我要把我的房间漆成不同的颜色。,Chinese
自分の部屋を違う色に塗るつもりです。,Japanese
Aku akan mengecat kamarku dengan warna berbeda.,Indonesian
मैं अपने कमरे को एक अलग रंग में रंगने जा रहा हूँ।,Hindi
আমি আমার ঘরকে অন্য রঙে রাঙাতে যাচ্ছি।,Bengali
Did you finish your homework?,English
¿Terminaste tu tarea?,Spanish
As-tu fini tes devoirs ?,French
هل انتهيت من واجباتك المنزلية؟,Arabic
Τελειώσατε την εργασία σας;,Greek
Hast du deine Hausaufgaben erledigt?,German
Hai finito i compiti?,Italian
Você terminou sua lição de casa?,Portuguese
Ты закончил домашнее задание?,Russian
你作业做完了吗？,Chinese
宿題は終わりましたか？,Japanese
Apakah kamu sudah menyelesaikan pekerjaan rumahmu?,Indonesian
क्या आपने अपना होमवर्क पूरा कर लिया?,Hindi
আপনি কি আপনার বাড়ির কাজ শেষ করেছেন?,Bengali
I'm excited about the new movie.,English
Estoy entusiasmado con la nueva película.,Spanish
Je suis enthousiasmé par le nouveau film.,French
أنا متحمس للفيلم الجديد.,Arabic
Είμαι ενθουσιασμένος με τη νέα ταινία.,Greek
Ich bin gespannt auf den neuen Film.,German
Sono entusiasta del nuovo film.,Italian
Estou animado com o novo filme.,Portuguese
Я в восторге от нового фильма.,Russian
我对这部新电影很兴奋。,Chinese
新しい映画に興奮しています。,Japanese
Saya bersemangat dengan film baru ini.,Indonesian
मैं नई फिल्म को लेकर उत्साहित हूं।,Hindi
নতুন সিনেমা নিয়ে আমি উত্তেজিত।,Bengali
The restaurant was very expensive.,English
El restaurante era muy caro.,Spanish
Le restaurant était très cher.,French
المطعم كان مكلفاً للغاية.,Arabic
Το εστιατόριο ήταν πολύ ακριβό.,Greek
Das Restaurant war sehr teuer.,German
Il ristorante era molto costoso.,Italian
O restaurante era muito caro.,Portuguese
Ресторан был очень дорогим.,Russian
餐厅非常贵。,Chinese
レストランはとても高かったです。,Japanese
Restoran itu sangat mahal.,Indonesian
रेस्टोरेंट बहुत महंगा था.,Hindi
রেস্তোরাঁটি ছিল খুবই ব্যয়বহুল।,Bengali
I need to buy a birthday present.,English
Necesito comprar un regalo de cumpleaños.,Spanish
Je dois acheter un cadeau d'anniversaire.,French
أحتاج لشراء هدية عيد ميلاد.,Arabic
Πρέπει να αγοράσω ένα δώρο γενεθλίων.,Greek
Ich muss ein Geburtstagsgeschenk kaufen.,German
Devo comprare un regalo di compleanno.,Italian
Preciso comprar um presente de aniversário.,Portuguese
Мне нужно купить подарок на день рождения.,Russian
我需要买一份生日礼物。,Chinese
誕生日プレゼントを買わなければなりません。,Japanese
Saya perlu membeli hadiah ulang tahun.,Indonesian
मुझे जन्मदिन का उपहार खरीदना है.,Hindi
আমার জন্মদিনের উপহার কিনতে হবে।,Bengali
The dog is barking at the mailman.,English
El perro le ladra al cartero.,Spanish
Le chien aboie après le facteur.,French
الكلب ينبح على ساعي البريد.,Arabic
Ο σκύλος γαβγίζει στον ταχυδρόμο.,Greek
Der Hund bellt den Postboten an.,German
Il cane abbaia al postino.,Italian
O cachorro está latindo para o carteiro.,Portuguese
Собака лает на почтальона.,Russian
狗对着邮递员狂吠。,Chinese
犬が郵便配達員に向かって吠えている。,Japanese
Anjing itu menggonggong pada tukang pos.,Indonesian
कुत्ता डाकिये पर भौंक रहा है.,Hindi
কুকুর ডাকে ডাকছে।,Bengali
I like to read before bed.,English
Me gusta leer antes de dormir.,Spanish
J'aime lire avant de me coucher.,French
أحب القراءة قبل النوم.,Arabic
Μου αρέσει να διαβάζω πριν κοιμηθώ.,Greek
Ich lese gerne vor dem Schlafengehen.,German
Mi piace leggere prima di andare a letto.,Italian
Gosto de ler antes de dormir.,Portuguese
Я люблю читать перед сном.,Russian
我喜欢睡前读书。,Chinese
私は寝る前に読むのが好きです。,Japanese
Saya suka membaca sebelum tidur.,Indonesian
मुझे सोने से पहले पढ़ना पसंद है.,Hindi
আমি ঘুমানোর আগে পড়তে পছন্দ করি।,Bengali
The airplane is taking off.,English
El avión está despegando.,Spanish
L'avion décolle.,French
الطائرة تقلع.,Arabic
Το αεροπλάνο απογειώνεται.,Greek
Das Flugzeug hebt ab.,German
L'aereo sta decollando.,Italian
O avião está decolando.,Portuguese
Самолет взлетает.,Russian
飞机正在起飞。,Chinese
飛行機が離陸していきます。,Japanese
Pesawat lepas landas.,Indonesian
हवाई जहाज उड़ान भर रहा है.,Hindi
বিমান টেক অফ করছে।,Bengali
It's cold outside today.,English
Hace frío afuera hoy.,Spanish
Il fait froid dehors aujourd'hui.,French
الجو بارد في الخارج اليوم.,Arabic
Κάνει κρύο έξω σήμερα.,Greek
Heute ist es kalt draußen.,German
Fa freddo fuori oggi.,Italian
Está frio lá fora hoje.,Portuguese
Сегодня на улице холодно.,Russian
今天外面很冷。,Chinese
今日は外は寒いです。,Japanese
Di luar dingin hari ini.,Indonesian
आज बाहर ठंड है.,Hindi
আজ বাইরে ঠান্ডা।,Bengali
I'm going shopping later.,English
Voy de compras más tarde.,Spanish
Je vais faire du shopping plus tard.,French
سأذهب للتسوق في وقت لاحق.,Arabic
Θα πάω για ψώνια αργότερα.,Greek
Ich gehe später einkaufen.,German
Vado a fare la spesa più tardi.,Italian
Vou às compras mais tarde.,Portuguese
Я пойду за покупками позже.,Russian
我稍后要去购物。,Chinese
後で買い物に行きます。,Japanese
Aku akan berbelanja nanti.,Indonesian
मैं बाद में खरीदारी करने जा रहा हूं।,Hindi
আমি পরে শপিং করতে যাচ্ছি।,Bengali
The beach is beautiful.,English
La playa es hermosa.,Spanish
La plage est magnifique.,French
الشاطئ جميل.,Arabic
Η παραλία είναι όμορφη.,Greek
Der Strand ist wunderschön.,German
La spiaggia è bellissima.,Italian
A praia é linda.,Portuguese
Пляж красивый.,Russian
海滩很漂亮。,Chinese
ビーチは美しいです。,Japanese
Pantainya indah.,Indonesian
समुद्रतट सुन्दर है.,Hindi
সৈকত সুন্দর.,Bengali
I'm going to learn how to play the guitar.,English
Voy a aprender a tocar la guitarra.,Spanish
Je vais apprendre à jouer de la guitare.,French
سأتعلم كيفية العزف على الجيتار.,Arabic
Θα μάθω πώς να παίζω κιθάρα.,Greek
"Ich werde lernen, Gitarre zu spielen.",German
Imparerò a suonare la chitarra.,Italian
Vou aprender a tocar violão.,Portuguese
Я собираюсь научиться играть на гитаре.,Russian
我要去学习如何弹吉他。,Chinese
私はギターの弾き方を習うつもりです。,Japanese
Saya akan belajar cara bermain gitar.,Indonesian
मैं गिटार बजाना सीखने जा रहा हूं।,Hindi
আমি গিটার বাজাতে শিখতে যাচ্ছি।,Bengali
Did you water the plants?,English
¿Regaste las plantas?,Spanish
Avez-vous arrosé les plantes ?,French
هل سقي النباتات؟,Arabic
Πότισες τα φυτά;,Greek
Hast du die Pflanzen gegossen?,German
Hai annaffiato le piante?,Italian
Você regou as plantas?,Portuguese
Вы поливали растения?,Russian
你给植物浇水了吗？,Chinese
植物に水をあげましたか？,Japanese
Apakah Anda menyirami tanaman?,Indonesian
क्या आपने पौधों को पानी दिया?,Hindi
আপনি কি গাছপালা জল?,Bengali
I have a meeting tomorrow morning.,English
Tengo una reunión mañana por la mañana.,Spanish
J'ai une réunion demain matin.,French
لدي اجتماع صباح الغد.,Arabic
Έχω συνάντηση αύριο το πρωί.,Greek
Ich habe morgen früh eine Besprechung.,German
Ho una riunione domani mattina.,Italian
Tenho uma reunião amanhã de manhã.,Portuguese
Завтра утром у меня встреча.,Russian
明天早上我有一个会议。,Chinese
明日の朝、会議があります。,Japanese
Saya ada rapat besok pagi.,Indonesian
कल सुबह मेरी मीटिंग है.,Hindi
কাল সকালে আমার মিটিং আছে।,Bengali
I’m going to try a new recipe tonight.,English
Esta noche voy a probar una nueva receta.,Spanish
Je vais essayer une nouvelle recette ce soir.,French
سأجرب وصفة جديدة الليلة.,Arabic
Θα δοκιμάσω μια νέα συνταγή απόψε.,Greek
Ich werde heute Abend ein neues Rezept ausprobieren.,German
Stasera proverò una nuova ricetta.,Italian
Vou experimentar uma receita nova esta noite.,Portuguese
Сегодня вечером попробую новый рецепт.,Russian
今晚我要尝试一个新食谱。,Chinese
今夜新しいレシピを試してみます。,Japanese
Saya akan mencoba resep baru malam ini.,Indonesian
मैं आज रात एक नया नुस्खा आज़माने जा रहा हूँ।,Hindi
আমি আজ রাতে একটি নতুন রেসিপি চেষ্টা করতে যাচ্ছি।,Bengali
The neighbor’s dog is barking again.,English
El perro del vecino vuelve a ladrar.,Spanish
Le chien du voisin aboie à nouveau.,French
كلب الجيران ينبح مرة أخرى.,Arabic
Ο σκύλος του γείτονα γαβγίζει ξανά.,Greek
Der Hund des Nachbarn bellt wieder.,German
Il cane del vicino abbaia di nuovo.,Italian
O cachorro do vizinho está latindo de novo.,Portuguese
Соседская собака снова лает.,Russian
邻居家的狗又叫了。,Chinese
近所の犬がまた吠えています。,Japanese
Anjing tetangga menggonggong lagi.,Indonesian
पड़ोसी का कुत्ता फिर भौंक रहा है.,Hindi
প্রতিবেশীর কুকুর আবার ঘেউ ঘেউ করছে।,Bengali
I saw a beautiful butterfly in the garden.,English
Vi una hermosa mariposa en el jardín.,Spanish
J'ai vu un beau papillon dans le jardin.,French
رأيت فراشة جميلة في الحديقة.,Arabic
Είδα μια όμορφη πεταλούδα στον κήπο.,Greek
Ich habe einen wunderschönen Schmetterling im Garten gesehen.,German
Ho visto una bellissima farfalla nel giardino.,Italian
Eu vi uma linda borboleta no jardim.,Portuguese
Я увидел красивую бабочку в саду.,Russian
我在花园里看到一只美丽的蝴蝶。,Chinese
私は庭で美しい蝶を見ました。,Japanese
Saya melihat kupu-kupu yang cantik di taman.,Indonesian
मैंने बगीचे में एक सुंदर तितली देखी।,Hindi
বাগানে একটা সুন্দর প্রজাপতি দেখলাম।,Bengali
This song is stuck in my head.,English
Esta canción está atrapada en mi cabeza.,Spanish
Cette chanson est coincée dans ma tête.,French
هذه الأغنية عالقة في رأسي.,Arabic
Αυτό το τραγούδι έχει κολλήσει στο κεφάλι μου.,Greek
Dieses Lied bleibt in meinem Kopf hängen.,German
Questa canzone mi è rimasta in testa.,Italian
Essa música está presa na minha cabeça.,Portuguese
Эта песня застряла у меня в голове.,Russian
这首歌深深地印在我的脑海里。,Chinese
この歌が頭から離れない。,Japanese
Lagu ini melekat di kepalaku.,Indonesian
यह गाना मेरे दिमाग में बस गया है.,Hindi
এই গানটা আমার মাথায় গেঁথে আছে।,Bengali
Have you ever been to Italy?,English
¿Alguna vez has estado en Italia?,Spanish
Avez-vous déjà été en Italie?,French
هل سبق لك أن زرت إيطاليا ؟,Arabic
Έχετε πάει ποτέ στην Ιταλία;,Greek
Sind Sie jemals in Italien gewesen?,German
Sei mai stato in Italia?,Italian
Você já foi para a Itália?,Portuguese
Вы когда-нибудь были в Италии?,Russian
你以前去过意大利吗？,Chinese
イタリアに行ったことがありますか？,Japanese
Apakah Anda pernah ke Italia?,Indonesian
क्या आप कभी इटली गए हैं?,Hindi
আপনি কি কখনো ইতালিতে গেছেন?,Bengali
I'm thinking of buying a new car.,English
Estoy pensando en comprarme un coche nuevo.,Spanish
Je pense acheter une nouvelle voiture.,French
أفكر في شراء سيارة جديدة.,Arabic
Σκέφτομαι να αγοράσω καινούργιο αυτοκίνητο.,Greek
"Ich denke darüber nach, ein neues Auto zu kaufen.",German
Sto pensando di comprare una macchina nuova.,Italian
Estou pensando em comprar um carro novo.,Portuguese
Я думаю о покупке новой машины.,Russian
我正在考虑买一辆新车。,Chinese
新しい車の購入を考えています。,Japanese
Saya sedang berpikir untuk membeli mobil baru.,Indonesian
मैं एक नई कार खरीदने की सोच रहा हूं।,Hindi
আমি একটা নতুন গাড়ি কেনার কথা ভাবছি।,Bengali
The grocery store was out of my favorite cereal.,English
En el supermercado se había acabado mi cereal favorito.,Spanish
L’épicerie n’avait plus mes céréales préférées.,French
متجر البقالة كان خارج الحبوب المفضلة لدي.,Arabic
Το παντοπωλείο ήταν έξω από τα αγαπημένα μου δημητριακά.,Greek
Im Supermarkt gab es mein Lieblingsmüsli nicht mehr.,German
Il supermercato aveva finito i miei cereali preferiti.,Italian
O supermercado estava sem meu cereal favorito.,Portuguese
В продуктовом магазине закончились мои любимые хлопья.,Russian
杂货店里我最喜欢的麦片断货了。,Chinese
スーパーには私の大好きなシリアルがなくなっていました。,Japanese
Toko kelontong kehabisan sereal favorit saya.,Indonesian
किराने की दुकान में मेरा पसंदीदा अनाज ख़त्म हो गया था।,Hindi
মুদি দোকান আমার প্রিয় খাদ্যশস্য আউট ছিল.,Bengali
I'm going to bake a cake.,English
Voy a hornear un pastel.,Spanish
Je vais faire un gâteau.,French
انا ذاهب لخبز كعكة.,Arabic
Πάω να ψήσω ένα κέικ.,Greek
Ich werde einen Kuchen backen.,German
Vado a preparare una torta.,Italian
Vou fazer um bolo.,Portuguese
Я собираюсь испечь торт.,Russian
我要去烤一个蛋糕。,Chinese
ケーキを焼くつもりです。,Japanese
Aku akan membuat kue.,Indonesian
मैं केक बनाने जा रहा हूँ.,Hindi
আমি একটি কেক বেক করতে যাচ্ছি.,Bengali
I think I’ll take a nap.,English
Creo que tomaré una siesta.,Spanish
Je pense que je vais faire une sieste.,French
أعتقد أنني سوف آخذ قيلولة.,Arabic
Νομίζω ότι θα πάρω έναν υπνάκο.,Greek
"Ich glaube, ich mache ein Nickerchen.",German
Penso che farò un pisolino.,Italian
Acho que vou tirar uma soneca.,Portuguese
"Думаю, я вздремну.",Russian
我想我要小睡一下。,Chinese
昼寝をしようと思います。,Japanese
Saya pikir saya akan tidur siang.,Indonesian
मुझे लगता है मैं झपकी ले लूँगा।,Hindi
আমি মনে করি আমি একটি ঘুম নেব.,Bengali
I need to get my hair cut.,English
Necesito cortarme el pelo.,Spanish
Je dois me faire couper les cheveux.,French
أحتاج إلى قص شعري.,Arabic
Πρέπει να κόψω τα μαλλιά μου.,Greek
Ich muss mir die Haare schneiden lassen.,German
Devo tagliarmi i capelli.,Italian
Preciso cortar meu cabelo.,Portuguese
Мне нужно подстричься.,Russian
我需要剪头发。,Chinese
髪を切らなければなりません。,Japanese
Aku perlu memotong rambutku.,Indonesian
मुझे अपने बाल कटवाने हैं.,Hindi
আমার চুল কাটতে হবে।,Bengali
That's a really interesting painting.,English
Esa es una pintura realmente interesante.,Spanish
C'est une peinture vraiment intéressante.,French
هذه لوحة مثيرة للاهتمام حقًا.,Arabic
Αυτός είναι ένας πραγματικά ενδιαφέρον πίνακας.,Greek
Das ist ein wirklich interessantes Gemälde.,German
È un dipinto davvero interessante.,Italian
